FID,GEOMETRIA,gml_id,ID_EQ_ED,NOME,INSTANCIA,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL
ESCOLAS_ESTADUAIS.190,POINT (615360.80215273 7797888.1680383),ESCOLAS_ESTADUAIS.982.Estadual.ESCOLA ESTADUAL CORACAO EUCARISTICO,982,ESCOLA ESTADUAL CORACAO EUCARISTICO,Estadual,RUA,ARCOS,410,,Saudade,LESTE
ESCOLAS_ESTADUAIS.191,POINT (611942.14021732 7805973.34613423),ESCOLAS_ESTADUAIS.901.Estadual.ESCOLA ESTADUAL PEDRO PAULO PENIDO,901,ESCOLA ESTADUAL PEDRO PAULO PENIDO,Estadual,RUA,RONAM SOARES,40,,Floramar,NORTE
ESCOLAS_ESTADUAIS.192,POINT (606746.7108882 7808031.47898722),ESCOLAS_ESTADUAIS.936.Estadual.ESCOLA ESTADUAL PROFESSOR JOAO CAMARA,936,ESCOLA ESTADUAL PROFESSOR JOAO CAMARA,Estadual,PCA,JOAO VIANNA,142,,Rio Branco,VENDA NOVA
ESCOLAS_ESTADUAIS.193,POINT (611742.8440205 7797070.04072715),ESCOLAS_ESTADUAIS.1207.Estadual.ESCOLA ESTADUAL CESEC POETA MURILO MENDES,1207,ESCOLA ESTADUAL CESEC POETA MURILO MENDES,Estadual,RUA,DO ITAMBE,49,,Floresta,CENTRO-SUL
ESCOLAS_ESTADUAIS.194,POINT (611528.95417556 7798914.76514026),ESCOLAS_ESTADUAIS.1021.Estadual.ESCOLA ESTADUAL BENJAMIM GUIMARAES,1021,ESCOLA ESTADUAL BENJAMIM GUIMARAES,Estadual,RUA,ITAPAGIPE,622,,Concórdia,NORDESTE
ESCOLAS_ESTADUAIS.195,POINT (602655.48697497 7798413.16580004),ESCOLAS_ESTADUAIS.977.Estadual.ESCOLA ESTADUAL OLIVIA PINTO DE CASTRO LEITE,977,ESCOLA ESTADUAL OLIVIA PINTO DE CASTRO LEITE,Estadual,RUA,GUACIRA,92,,Pindorama,NOROESTE
ESCOLAS_ESTADUAIS.196,POINT (602535.7319017 7798210.55597266),ESCOLAS_ESTADUAIS.525.Estadual.ESCOLA ESTADUAL DOUTOR LUCAS MONTEIRO MACHADO,525,ESCOLA ESTADUAL DOUTOR LUCAS MONTEIRO MACHADO,Estadual,RUA,GUARARAPES,1800,,Pindorama,NOROESTE
ESCOLAS_ESTADUAIS.197,POINT (604095.20270198 7798400.30815339),ESCOLAS_ESTADUAIS.1012.Estadual.ESCOLA ESTADUAL LAICE AGUIAR,1012,ESCOLA ESTADUAL LAICE AGUIAR,Estadual,RUA,MARIA DA SILVEIRA,44,,Glória,NOROESTE
ESCOLAS_ESTADUAIS.198,POINT (605487.47146003 7797493.60766738),ESCOLAS_ESTADUAIS.1015.Estadual.ESCOLA ESTADUAL DESEMBARGADOR MARIO GONCALVES DE MATOS,1015,ESCOLA ESTADUAL DESEMBARGADOR MARIO GONCALVES DE MATOS,Estadual,PCA,CAPELA NOVA,20,,Minas Brasil,NOROESTE
ESCOLAS_ESTADUAIS.199,POINT (605127.61170754 7790885.61743228),ESCOLAS_ESTADUAIS.910.Estadual.ESCOLA ESTADUAL JOSE MIGUEL DO NASCIMENTO,910,ESCOLA ESTADUAL JOSE MIGUEL DO NASCIMENTO,Estadual,RUA,MARIA BEATRIZ,90,,Bairro Novo das Indústrias,BARREIRO
ESCOLAS_ESTADUAIS.200,POINT (608127.8132992 7797045.56609869),ESCOLAS_ESTADUAIS.952.Estadual.ESCOLA ESTADUAL SAO BENTO,952,ESCOLA ESTADUAL SAO BENTO,Estadual,RUA,DIORITA,112,,Prado,OESTE
ESCOLAS_ESTADUAIS.201,POINT (598974.14157924 7788916.37857349),ESCOLAS_ESTADUAIS.923.Estadual.ESCOLA ESTADUAL CARMO GIFFONI,923,ESCOLA ESTADUAL CARMO GIFFONI,Estadual,RUA,DO COLAR,85,,Jatobá,BARREIRO
ESCOLAS_ESTADUAIS.202,POINT (615118.2491632 7796797.59422387),ESCOLAS_ESTADUAIS.964.Estadual.ESCOLA ESTADUAL JOAO ALPHONSUS,964,ESCOLA ESTADUAL JOAO ALPHONSUS,Estadual,RUA,DA COMUNIDADE,680,,Paraíso,LESTE
ESCOLAS_ESTADUAIS.203,POINT (610878.90798981 7808577.07776485),ESCOLAS_ESTADUAIS.969.Estadual.ESCOLA ESTADUAL PROFESSORA INES GERALDA DE OLIVEIRA,969,ESCOLA ESTADUAL PROFESSORA INES GERALDA DE OLIVEIRA,Estadual,RUA,MARIA MARTINS,550,,Juliana,NORTE
ESCOLAS_ESTADUAIS.204,POINT (608558.50316549 7788884.82352384),ESCOLAS_ESTADUAIS.204.Estadual.ESCOLA ESTADUAL PEDRO FRANCA,204,ESCOLA ESTADUAL PEDRO FRANCA,Estadual,RUA,CHAQUIBE HASSAN SOUKI,705,,Olhos d'Água,BARREIRO
ESCOLAS_ESTADUAIS.205,POINT (603239.77642545 7789088.96451381),ESCOLAS_ESTADUAIS.938.Estadual.ESCOLA ESTADUAL ALBERTO DELPINO,938,ESCOLA ESTADUAL ALBERTO DELPINO,Estadual,RUA,FRANCISCO DUARTE MENDONCA,2282,,Teixeira Dias,BARREIRO
ESCOLAS_ESTADUAIS.206,POINT (603647.7805309 7796680.78901841),ESCOLAS_ESTADUAIS.983.Estadual.ESCOLA ESTADUAL PROFESSOR CLOVIS SALGADO,983,ESCOLA ESTADUAL PROFESSOR CLOVIS SALGADO,Estadual,AVE,DAS CASTANHOLAS,80,,Conjunto Califórnia I,NOROESTE
ESCOLAS_ESTADUAIS.207,POINT (615562.65365648 7800442.86168017),ESCOLAS_ESTADUAIS.520.Estadual.ESCOLA ESTADUAL PAULO DAS GRACAS DA SILVA,520,ESCOLA ESTADUAL PAULO DAS GRACAS DA SILVA,Estadual,RUA,SILVA REIS,80,,Nova Vista,LESTE
ESCOLAS_ESTADUAIS.208,POINT (614815.55102712 7798145.55710688),ESCOLAS_ESTADUAIS.981.Estadual.ESCOLA ESTADUAL ONDINA AMARAL BRANDAO,981,ESCOLA ESTADUAL ONDINA AMARAL BRANDAO,Estadual,RUA,CASA BRANCA,40,,Pompéia,LESTE
ESCOLAS_ESTADUAIS.209,POINT (604473.91544953 7794397.28402076),ESCOLAS_ESTADUAIS.925.Estadual.ESCOLA ESTADUAL CABANA DO PAI TOMAS,925,ESCOLA ESTADUAL CABANA DO PAI TOMAS,Estadual,RUA,DA CHACARA,132,,Cabana do Pai Tomás,OESTE
ESCOLAS_ESTADUAIS.210,POINT (604538.07226389 7793694.58076478),ESCOLAS_ESTADUAIS.919.Estadual.ESCOLA ESTADUAL DOUTOR ANTONIO AUGUSTO SOARES CANEDO,919,ESCOLA ESTADUAL DOUTOR ANTONIO AUGUSTO SOARES CANEDO,Estadual,RUA,CAPIM BRANCO,157,,Vista Alegre,OESTE
ESCOLAS_ESTADUAIS.211,POINT (608027.40269013 7794088.19226408),ESCOLAS_ESTADUAIS.955.Estadual.ESCOLA ESTADUAL MARIO CASASSANTA,955,ESCOLA ESTADUAL MARIO CASASSANTA,Estadual,RUA,CONSELHEIRO JOAQUIM CAETANO,1499,,Nova Granada,OESTE
ESCOLAS_ESTADUAIS.212,POINT (605740.73723514 7808614.90350222),ESCOLAS_ESTADUAIS.972.Estadual.ESCOLA ESTADUAL SAO PEDRO E SAO PAULO,972,ESCOLA ESTADUAL SAO PEDRO E SAO PAULO,Estadual,RUA,ESTELA,22,,Piratininga,VENDA NOVA
ESCOLAS_ESTADUAIS.213,POINT (604104.09885485 7789891.47461852),ESCOLAS_ESTADUAIS.170.Estadual.ESCOLA ESTADUAL CELSO MACHADO,170,ESCOLA ESTADUAL CELSO MACHADO,Estadual,RUA,DONA LUIZA,491,,Milionários,BARREIRO
ESCOLAS_ESTADUAIS.214,POINT (609008.79997855 7801108.48797465),ESCOLAS_ESTADUAIS.990.Estadual.ESCOLA ESTADUAL PROFESSOR ALCINDO VIEIRA,990,ESCOLA ESTADUAL PROFESSOR ALCINDO VIEIRA,Estadual,PCA,BERNARDO DA VEIGA,15,,Nova Cachoeirinha,NOROESTE
ESCOLAS_ESTADUAIS.215,POINT (614180.04110489 7803114.16245879),ESCOLAS_ESTADUAIS.1001.Estadual.ESCOLA ESTADUAL JOSE IZIDORO DE MIRANDA,1001,ESCOLA ESTADUAL JOSE IZIDORO DE MIRANDA,Estadual,RUA,FRANCELINA ALVES DE MIRANDA,468,,Maria Goretti,NORDESTE
ESCOLAS_ESTADUAIS.216,POINT (606277.03422173 7795648.73929067),ESCOLAS_ESTADUAIS.595.Estadual.ESCOLA ESTADUAL DOUTOR PAULO DINIZ CHAGAS,595,ESCOLA ESTADUAL DOUTOR PAULO DINIZ CHAGAS,Estadual,RUA,ENGENHEIRO FELIPE CALDAS,100,,Gameleira,OESTE
ESCOLAS_ESTADUAIS.217,POINT (607686.94713248 7799087.93137116),ESCOLAS_ESTADUAIS.979.Estadual.ESCOLA ESTADUAL CAIO NELSON DE SENA,979,ESCOLA ESTADUAL CAIO NELSON DE SENA,Estadual,RUA,ENGENHO DE DENTRO,887,,Alto Caiçaras,NOROESTE
ESCOLAS_ESTADUAIS.218,POINT (611124.75783749 7802070.07224696),ESCOLAS_ESTADUAIS.996.Estadual.ESCOLA ESTADUAL MAJOR DELFINO DE PAULA RICARDO,996,ESCOLA ESTADUAL MAJOR DELFINO DE PAULA RICARDO,Estadual,RUA,FRANCISCO NUNES,100,,Santa Cruz,NORDESTE
ESCOLAS_ESTADUAIS.219,POINT (615878.98318848 7805298.28933432),ESCOLAS_ESTADUAIS.814.Estadual.ESCOLA ESTADUAL ZILDA ARNS NEUMANN,814,ESCOLA ESTADUAL ZILDA ARNS NEUMANN,Estadual,RUA,HERACLITO,700,,Acaiaca,NORDESTE
ESCOLAS_ESTADUAIS.220,POINT (611189.89929245 7796041.71462065),ESCOLAS_ESTADUAIS.949.Estadual.ESCOLA ESTADUAL AFONSO PENA,949,ESCOLA ESTADUAL AFONSO PENA,Estadual,AVE,JOAO PINHEIRO,450,,Lourdes,CENTRO-SUL
ESCOLAS_ESTADUAIS.221,POINT (605936.72402985 7797821.31265496),ESCOLAS_ESTADUAIS.535.Estadual.ESCOLA ESTADUAL PROFESSOR MORAIS,535,ESCOLA ESTADUAL PROFESSOR MORAIS,Estadual,RUA,CORNELIO CERQUEIRA,475,,Padre Eustáquio,NOROESTE
ESCOLAS_ESTADUAIS.222,POINT (613681.28732009 7795158.92922146),ESCOLAS_ESTADUAIS.903.Estadual.ESCOLA ESTADUAL JOSE MENDES JUNIOR,903,ESCOLA ESTADUAL JOSE MENDES JUNIOR,Estadual,RUA,DOUTOR CAMILO ANTONIO NOGUEIRA,578,,Nossa Senhora da Conceição,CENTRO-SUL
ESCOLAS_ESTADUAIS.223,POINT (609804.00586276 7805614.94747429),ESCOLAS_ESTADUAIS.992.Estadual.ESCOLA ESTADUAL ORONCIO MURGEL DUTRA,992,ESCOLA ESTADUAL ORONCIO MURGEL DUTRA,Estadual,RUA,SAO LUIZ,500,,São Tomáz,NORTE
ESCOLAS_ESTADUAIS.224,POINT (606807.12629153 7792124.78159008),ESCOLAS_ESTADUAIS.944.Estadual.ESCOLA ESTADUAL MANUEL CASASANTA,944,ESCOLA ESTADUAL MANUEL CASASANTA,Estadual,RUA,GUILHERMINO ESTEVAO NASCIMENTO,150,,Parque São José,OESTE
ESCOLAS_ESTADUAIS.225,POINT (606580.40601005 7795236.86479941),ESCOLAS_ESTADUAIS.895.Estadual.ESCOLA ESTADUAL AMELIA JOSEFINA KEESEN,895,ESCOLA ESTADUAL AMELIA JOSEFINA KEESEN,Estadual,RUA,HERCULANO PENA,598,,Salgado Filho,OESTE
ESCOLAS_ESTADUAIS.226,POINT (610404.20659057 7798376.97189212),ESCOLAS_ESTADUAIS.556.Estadual.ESCOLA ESTADUAL SILVIANO BRANDAO,556,ESCOLA ESTADUAL SILVIANO BRANDAO,Estadual,RUA,ITAPECERICA,685,,Lagoinha,NOROESTE
ESCOLAS_ESTADUAIS.227,POINT (605523.62087783 7793448.55939117),ESCOLAS_ESTADUAIS.197.Estadual.ESCOLA ESTADUAL HERMENEGILDO CHAVES,197,ESCOLA ESTADUAL HERMENEGILDO CHAVES,Estadual,RUA,HERCULANO MOURAO SALAZAR,105,,Vila Vista Alegre,OESTE
ESCOLAS_ESTADUAIS.228,POINT (611538.04972527 7801200.94203258),ESCOLAS_ESTADUAIS.958.Estadual.ESCOLA ESTADUAL SARAH KUBITSCHEK IPIRANGA,958,ESCOLA ESTADUAL SARAH KUBITSCHEK IPIRANGA,Estadual,RUA,JOSE CLEMENTE PEREIRA,91,,Ipiranga,NORDESTE
ESCOLAS_ESTADUAIS.229,POINT (605541.61567573 7809852.35828862),ESCOLAS_ESTADUAIS.207.Estadual.ESCOLA ESTADUAL MARIA CAROLINA CAMPOS,207,ESCOLA ESTADUAL MARIA CAROLINA CAMPOS,Estadual,PCA,PARIS,30,,Lagoinha Leblon,VENDA NOVA
ESCOLAS_ESTADUAIS.230,POINT (615114.90218682 7802462.6614396),ESCOLAS_ESTADUAIS.494.Estadual.ESCOLA ESTADUAL LUIZ DE BESSA,494,ESCOLA ESTADUAL LUIZ DE BESSA,Estadual,RUA,ASA BRANCA,103,,Goiânia,NORDESTE
ESCOLAS_ESTADUAIS.231,POINT (604437.62117726 7796123.93927771),ESCOLAS_ESTADUAIS.587.Estadual.ESCOLA ESTADUAL CANDIDA CABRAL,587,ESCOLA ESTADUAL CANDIDA CABRAL,Estadual,RUA,FREI LUIZ DE SOUZA,481,,João Pinheiro,NOROESTE
