FID,GEOMETRIA,gml_id,ID_EQ_ED,NOME,INSTANCIA,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1,POINT (616955.36876854 7806622.90664961),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.52.Municipal.ESCOLA MUNICIPAL SOBRAL PINTO,52,ESCOLA MUNICIPAL SOBRAL PINTO,Municipal,RUA,DAS ALMAS,120,,Conjunto Paulo VI,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.2,POINT (618552.30892515 7806911.51920479),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.70.Municipal.ESCOLA MUNICIPAL GOVERNADOR OZANAM COELHO,70,ESCOLA MUNICIPAL GOVERNADOR OZANAM COELHO,Municipal,RUA,ANGELA BENAREGES,14,,Conjunto Capitão Eduardo,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.3,POINT (608664.27593847 7808237.85781606),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.259.Municipal.ESCOLA MUNICIPAL ANTONIA FERREIRA,259,ESCOLA MUNICIPAL ANTONIA FERREIRA,Municipal,RUA,JOAO GUALBERTO DE ABREU,10,,São João Batista,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.4,POINT (616777.9323129 7797380.04853059),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.213.Municipal.ESCOLA MUNICIPAL PROFESSORA ALCIDA TORRES,213,ESCOLA MUNICIPAL PROFESSORA ALCIDA TORRES,Municipal,RUA,ALVARO FERNANDES,144,,Taquaril,LESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.5,POINT (608100.63567116 7788238.31766051),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.87.Municipal.ESCOLA MUNICIPAL PEDRO NAVA,87,ESCOLA MUNICIPAL PEDRO NAVA,Municipal,RUA,SAO PEDRO DA ALDEIA,45,,Serra do Curral,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.6,POINT (616892.60893802 7804215.10385386),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.54.Municipal.ESCOLA MUNICIPAL PREFEITO SOUZA LIMA,54,ESCOLA MUNICIPAL PREFEITO SOUZA LIMA,Municipal,RUA,DOS PARAGUAIOS,97,,Jardim Vitória,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.7,POINT (614667.71140909 7804308.72563638),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.612.Municipal.ESCOLA MUNICIPAL PROFESSOR EDGAR DA MATTA MACHADO,612,ESCOLA MUNICIPAL PROFESSOR EDGAR DA MATTA MACHADO,Municipal,RUA,PENALVA,201,,Dom Silvério,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.8,POINT (607727.36198777 7811514.55856883),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.222.Municipal.ESCOLA MUNICIPAL GRACY VIANNA LAGE,222,ESCOLA MUNICIPAL GRACY VIANNA LAGE,Municipal,RUA,JOAO SOARES LEAL,23,,Jardim dos Comerciários,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.9,POINT (602400.39229405 7799466.74701923),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.523.Municipal.ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE,523,ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE,Municipal,RUA,ENEIDA,1485,,Coqueiros,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.10,POINT (604582.47757926 7802474.00070735),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.469.Municipal.ESCOLA MUNICIPAL SANTA TEREZINHA,469,ESCOLA MUNICIPAL SANTA TEREZINHA,Municipal,RUA,CONCEICAO DA APARECIDA,400,,Santa Terezinha,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.11,POINT (604398.17736968 7788874.84809659),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.241.Municipal.ESCOLA MUNICIPAL PEDRO ALEIXO,241,ESCOLA MUNICIPAL PEDRO ALEIXO,Municipal,AVE,MENELICK DE CARVALHO,255,,Araguaia,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.12,POINT (603910.03164384 7788311.12788312),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.242.Municipal.ESCOLA MUNICIPAL ANA ALVES TEIXEIRA,242,ESCOLA MUNICIPAL ANA ALVES TEIXEIRA,Municipal,RUA,BARAO DO MONTE ALTO,300,,Cardoso,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.13,POINT (610116.76350356 7800857.07039171),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.107.Municipal.ESCOLA MUNICIPAL PROFESSORA ELEONORA PIERUCCETTI,107,ESCOLA MUNICIPAL PROFESSORA ELEONORA PIERUCCETTI,Municipal,AVE,BERNARDO DE VASCONCELOS,288,,Cachoeirinha,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.14,POINT (607384.41505468 7808644.74735846),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.3.Municipal.ESCOLA MUNICIPAL PADRE MARZANO MATIAS,3,ESCOLA MUNICIPAL PADRE MARZANO MATIAS,Municipal,RUA,ERICO VERISSIMO,1280,,Rio Branco,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.15,POINT (615563.61087083 7805008.74676572),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.73.Municipal.ESCOLA MUNICIPAL MURILO RUBIAO,73,ESCOLA MUNICIPAL MURILO RUBIAO,Municipal,RUA,UM,10,,Acaiaca,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.16,POINT (609692.47160583 7803101.07571021),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.616.Municipal.ESCOLA MUNICIPAL AURELIO PIRES,616,ESCOLA MUNICIPAL AURELIO PIRES,Municipal,RUA,BARRINHA,171,,Indaiá,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.17,POINT (610266.07270472 7807008.33125901),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.253.Municipal.ESCOLA MUNICIPAL MINERVINA AUGUSTA,253,ESCOLA MUNICIPAL MINERVINA AUGUSTA,Municipal,RUA,DAVID CANABARRO,18,,Campo Alegre,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.18,POINT (614730.12445095 7803693.04764741),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.613.Municipal.ESCOLA MUNICIPAL MARIA DA ASSUNCAO DE MARCO,613,ESCOLA MUNICIPAL MARIA DA ASSUNCAO DE MARCO,Municipal,RUA,ANA HORTA,98,,Goiânia,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.19,POINT (604899.63051603 7799215.21653197),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.445.Municipal.ESCOLA MUNICIPAL IGNACIO DE ANDRADE MELO,445,ESCOLA MUNICIPAL IGNACIO DE ANDRADE MELO,Municipal,RUA,VIOLETA DE MELO,1005,,Jardim São José,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.20,POINT (611579.53539723 7805334.78274195),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.251.Municipal.ESCOLA MUNICIPAL HILDA RABELLO MATTA,251,ESCOLA MUNICIPAL HILDA RABELLO MATTA,Municipal,RUA,JOVENTINA DA ROCHA,72,,Heliópolis,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.21,POINT (606339.05100283 7810764.58739207),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.271.Municipal.ESCOLA MUNICIPAL MILTON CAMPOS,271,ESCOLA MUNICIPAL MILTON CAMPOS,Municipal,RUA,JOVINO RODRIGUES PEGO,195,,Mantiqueira,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.22,POINT (611888.46644079 7797211.06275557),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.94.Municipal.ESCOLA MUNICIPAL PAULO MENDES CAMPOS,94,ESCOLA MUNICIPAL PAULO MENDES CAMPOS,Municipal,AVE,ASSIS CHATEAUBRIAND,429,,Floresta,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.23,POINT (610812.78317675 7805484.22323642),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.79.Municipal.ESCOLA MUNICIPAL JOSE MARIA DOS MARES GUIA,79,ESCOLA MUNICIPAL JOSE MARIA DOS MARES GUIA,Municipal,RUA,DOS BENEDITINOS,180,,Heliópolis,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.24,POINT (606535.17109143 7809770.00447172),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.263.Municipal.ESCOLA MUNICIPAL ELISA BUZELIN,263,ESCOLA MUNICIPAL ELISA BUZELIN,Municipal,RUA,JAIR AFONSO INACIO,277,,Piratininga,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.25,POINT (605990.54665476 7810119.87520974),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.270.Municipal.ESCOLA MUNICIPAL PROFESSOR PEDRO GUERRA,270,ESCOLA MUNICIPAL PROFESSOR PEDRO GUERRA,Municipal,RUA,JOAO FERREIRA DA SILVA,230,,Mantiqueira,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.26,POINT (613040.91997092 7796120.59871396),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.275.Municipal.ESCOLA MUNICIPAL MARIA DAS NEVES,275,ESCOLA MUNICIPAL MARIA DAS NEVES,Municipal,RUA,PIRANGA,39,,São Lucas,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.27,POINT (608695.12255951 7799457.25802958),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.539.Municipal.ESCOLA MUNICIPAL ARTHUR GUIMARAES,539,ESCOLA MUNICIPAL ARTHUR GUIMARAES,Municipal,AVE,AMERICO VESPUCIO,1610,,Nova Esperança,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.28,POINT (614376.66472884 7805779.98409529),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.620.Municipal.ESCOLA MUNICIPAL HERBERT JOSE DE SOUZA,620,ESCOLA MUNICIPAL HERBERT JOSE DE SOUZA,Municipal,AVE,DETETIVE EDUARDO FERNANDES,320,,Novo Aarão Reis,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.29,POINT (611365.01719637 7795765.12941414),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.287.Municipal.ESCOLA MUNICIPAL IMACO,287,ESCOLA MUNICIPAL IMACO,Municipal,RUA,GONCALVES DIAS,1180,,Boa Viagem,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.30,POINT (613501.2713857 7795614.34898404),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.618.Municipal.ESCOLA MUNICIPAL PADRE GUILHERME PETERS,618,ESCOLA MUNICIPAL PADRE GUILHERME PETERS,Municipal,RUA,CORONEL JORGE DAVIS,300,,Nossa Senhora do Rosário,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.31,POINT (602856.69499375 7799015.06647876),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.524.Municipal.ESCOLA MUNICIPAL LUIGI TONIOLO,524,ESCOLA MUNICIPAL LUIGI TONIOLO,Municipal,RUA,MAFRA,124,,Novo Glória,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.32,POINT (604348.61394548 7788040.5514541),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.243.Municipal.ESCOLA MUNICIPAL ANTONIO MOURAO GUIMARAES,243,ESCOLA MUNICIPAL ANTONIO MOURAO GUIMARAES,Municipal,RUA,INTERSINDICAL,270,,Flávio de Oliveira,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.33,POINT (603676.60807106 7796035.19697013),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.584.Municipal.ESCOLA MUNICIPAL PROFESSOR JOAO CAMILO DE OLIVEIRA,584,ESCOLA MUNICIPAL PROFESSOR JOAO CAMILO DE OLIVEIRA,Municipal,RUA,ESTER BATISTA VIEIRA,12,,Califórnia,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.34,POINT (612341.40597633 7804677.41291268),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.475.Municipal.ESCOLA MUNICIPAL CONSUL ANTONIO CADAR,475,ESCOLA MUNICIPAL CONSUL ANTONIO CADAR,Municipal,RUA,PARNAIBA,21,,Minaslândia,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.35,POINT (606978.15663967 7809001.85664266),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.81.Municipal.ESCOLA MUNICIPAL PROFESSOR TABAJARA PEDROSO,81,ESCOLA MUNICIPAL PROFESSOR TABAJARA PEDROSO,Municipal,RUA,GERALDO ANUNCIACAO,45,,Rio Branco,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.36,POINT (605153.88540321 7807529.93860528),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.261.Municipal.ESCOLA MUNICIPAL JOAQUIM DOS SANTOS,261,ESCOLA MUNICIPAL JOAQUIM DOS SANTOS,Municipal,RUA,ANTONIO JOSE DOS SANTOS,300,,Céu Azul,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.37,POINT (608639.30369564 7810017.18463527),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.681.Municipal.ESCOLA MUNICIPAL DR JOSE XAVIER NOGUEIRA,681,ESCOLA MUNICIPAL DR JOSE XAVIER NOGUEIRA,Municipal,RUA,NAVARRA,100,,Europa,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.38,POINT (613748.39410701 7806850.62200405),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1141.Municipal.ESCOLA MUNICIPAL SERGIO MIRANDA,1141,ESCOLA MUNICIPAL SERGIO MIRANDA,Municipal,RUA,MINISTRO OSVALDO ARANHA,345,,Granja Werneck,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.39,POINT (609987.88679272 7807950.97520621),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.80.Municipal.ESCOLA MUNICIPAL FRANCISCO MAGALHAES GOMES,80,ESCOLA MUNICIPAL FRANCISCO MAGALHAES GOMES,Municipal,RUA,DOS MAMOEIROS,98,,Vila Clóris,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.40,POINT (612971.73758269 7800310.40831932),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.513.Municipal.ESCOLA MUNICIPAL PROFESSORA MARIA MODESTA CRAVO,513,ESCOLA MUNICIPAL PROFESSORA MARIA MODESTA CRAVO,Municipal,RUA,DOUTOR JULIO OTAVIANO FERREIRA,1085,,Cidade Nova,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.41,POINT (615706.73507869 7807061.95982602),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.622.Municipal.ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE,622,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE,Municipal,RUA,PAULO CAMPOS MENDES,311,,Capitão Eduardo,NORDESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.42,POINT (606470.93591963 7811954.98146251),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.605.Municipal.ESCOLA MUNICIPAL ARMANDO ZILLER,605,ESCOLA MUNICIPAL ARMANDO ZILLER,Municipal,RUA,GERALDO ILIDIO TEIXEIRA,283,,Mantiqueira,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.43,POINT (605554.67352387 7810706.21438526),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.272.Municipal.ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO,272,ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO,Municipal,RUA,AGUA,240,,Maria Helena,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.44,POINT (601817.7608307 7786860.27573951),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1151.Municipal.ESCOLA MUNICIPAL PRESIDENTE ITAMAR FRANCO,1151,ESCOLA MUNICIPAL PRESIDENTE ITAMAR FRANCO,Municipal,AVE,PERIMETRAL,2911,,Petrópolis,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.45,POINT (610681.48598567 7794660.88036649),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.66.Municipal.ESCOLA MUNICIPAL CAIO LIBANO SOARES,66,ESCOLA MUNICIPAL CAIO LIBANO SOARES,Municipal,RUA,CARANGOLA,288,,Santo Antônio,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.46,POINT (610681.48598567 7794660.88036649),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.223.Municipal.ESCOLA MUNICIPAL SANTO ANTONIO,223,ESCOLA MUNICIPAL SANTO ANTONIO,Municipal,RUA,CARANGOLA,288,,Santo Antônio,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.47,POINT (606034.38876005 7800850.2723169),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.444.Municipal.ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA,444,ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA,Municipal,RUA,ALUIZIO DAVIS,53,,Ouro Preto,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.48,POINT (606638.24494178 7811462.33907037),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.269.Municipal.ESCOLA MUNICIPAL MOYSES KALIL,269,ESCOLA MUNICIPAL MOYSES KALIL,Municipal,RUA,AFONSO PEREIRA DA SILVA,10,,Mantiqueira,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.49,POINT (606879.25329958 7793676.81396183),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.65.Municipal.ESCOLA MUNICIPAL SALGADO FILHO,65,ESCOLA MUNICIPAL SALGADO FILHO,Municipal,RUA,CLOVIS CYRILO LIMONGE,151,,Salgado Filho,OESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.50,POINT (606840.79447066 7793656.54798398),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.2.Municipal.ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO,2,ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO,Municipal,RUA,CLOVIS CYRILO LIMONGE,141,,Salgado Filho,OESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.51,POINT (603038.01437418 7802918.14289253),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.315.Municipal.ESCOLA MUNICIPAL PROFESSORA ALICE NACIF,315,ESCOLA MUNICIPAL PROFESSORA ALICE NACIF,Municipal,RUA,EXPEDICIONARIO PAULO DE SOUZA,721,,Confisco,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.52,POINT (604287.22128883 7807572.28228806),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.214.Municipal.ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,214,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,Municipal,RUA,RADIALISTA JOSE JUNQUILHO,417,,Céu Azul,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.53,POINT (607817.0498024 7792246.52731747),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.219.Municipal.ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,219,ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,Municipal,RUA,SAN SALVADOR,100,,Havaí,OESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.54,POINT (614294.52581429 7795007.03923452),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.118.Municipal.ESCOLA MUNICIPAL PROFESSOR EDSON PISANI,118,ESCOLA MUNICIPAL PROFESSOR EDSON PISANI,Municipal,RUA,NOSSA SENHORA DE FATIMA,1015,,Nossa Senhora de Fátima,CENTRO-SUL
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.55,POINT (612248.23601853 7807009.75068904),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.77.Municipal.ESCOLA MUNICIPAL RUI DA COSTA VAL,77,ESCOLA MUNICIPAL RUI DA COSTA VAL,Municipal,RUA,CECILIA TRINDADE SILVA,221,,Jardim Felicidade,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.56,POINT (599061.38326809 7790334.39749966),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.231.Municipal.ESCOLA MUNICIPAL PROFESSOR MELLO CANCADO,231,ESCOLA MUNICIPAL PROFESSOR MELLO CANCADO,Municipal,RUA,DAS PETUNIAS,2058,,Lindéia,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.57,POINT (612838.74054952 7806473.49687956),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.250.Municipal.ESCOLA MUNICIPAL FRANCISCO CAMPOS,250,ESCOLA MUNICIPAL FRANCISCO CAMPOS,Municipal,RUA,HERALDO BELISARIO,190,,Tupi A,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.58,POINT (609695.20054943 7798967.5837495),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.554.Municipal.ESCOLA MUNICIPAL CARLOS GOIS,554,ESCOLA MUNICIPAL CARLOS GOIS,Municipal,RUA,MENDES DE OLIVEIRA,446,,Santo André,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.59,POINT (601490.94360732 7789388.11474059),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.239.Municipal.ESCOLA MUNICIPAL SEBASTIAO GUILHERME DE OLIVEIRA,239,ESCOLA MUNICIPAL SEBASTIAO GUILHERME DE OLIVEIRA,Municipal,RUA,CALENDULA,10,,Olaria,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.60,POINT (612579.29172216 7805300.7893323),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.4.Municipal.ESCOLA MUNICIPAL HELIO PELLEGRINO,4,ESCOLA MUNICIPAL HELIO PELLEGRINO,Municipal,RUA,GUILHERME SOARES,255,,Aarão Reis,NORTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.61,POINT (610289.90216063 7798954.49744551),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.555.Municipal.ESCOLA MUNICIPAL HONORINA DE BARROS,555,ESCOLA MUNICIPAL HONORINA DE BARROS,Municipal,PCA,PROFESSOR CORREA NETO,200,,São Cristóvão,NOROESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.62,POINT (601514.71281535 7785664.53154721),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.245.Municipal.ESCOLA MUNICIPAL CONEGO SEQUEIRA,245,ESCOLA MUNICIPAL CONEGO SEQUEIRA,Municipal,RUA,FLOR CHUVA DE PRATA,40,,Mineirão,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.63,POINT (614441.83902341 7797691.20721365),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.576.Municipal.ESCOLA MUNICIPAL SAO RAFAEL,576,ESCOLA MUNICIPAL SAO RAFAEL,Municipal,RUA,CORONEL OTAVIO DINIZ,31,,Pompéia,LESTE
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.64,POINT (606911.47951547 7802825.42073669),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.8.Municipal.ESCOLA MUNICIPAL DOM ORIONE,8,ESCOLA MUNICIPAL DOM ORIONE,Municipal,AVE,EXPEDICIONARIO BENVINDO BELEM DE LIMA,500,,São Luíz,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.65,POINT (603275.98392775 7788781.40711623),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.224.Municipal.ESCOLA MUNICIPAL DULCE MARIA HOMEM,224,ESCOLA MUNICIPAL DULCE MARIA HOMEM,Municipal,RUA,TRES MARIAS,221,,Miramar,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.66,POINT (605549.23951248 7808339.81605878),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.816.Municipal.ESCOLA MUNICIPAL ZILDA ARNS,816,ESCOLA MUNICIPAL ZILDA ARNS,Municipal,RUA,ERVA MATE,26,,Piratininga,VENDA NOVA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.67,POINT (601228.64984565 7787269.26475174),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.610.Municipal.ESCOLA MUNICIPAL LUIZ GONZAGA JUNIOR,610,ESCOLA MUNICIPAL LUIZ GONZAGA JUNIOR,Municipal,RUA,MARIA PEREIRA DAMASCENO,65,,Ernesto do Nascimento,BARREIRO
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.68,POINT (609071.46587717 7806056.18013296),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.254.Municipal.ESCOLA MUNICIPAL LIDIA ANGELICA,254,ESCOLA MUNICIPAL LIDIA ANGELICA,Municipal,RUA,CORONEL INDIO DO BRASIL,164,,Itapoã,PAMPULHA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.69,POINT (609374.17099276 7795778.18711404),ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.598.Municipal.ESCOLA MUNICIPAL MARCONI,598,ESCOLA MUNICIPAL MARCONI,Municipal,AVE,DO CONTORNO,8476,,Santo Agostinho,CENTRO-SUL
