FID,GEOMETRIA,gml_id,ID_EQ_ED,NOME,INSTANCIA,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL
ESCOLAS_PARTICULARES.248,POINT (612356.62100855 7805470.29014247),ESCOLAS_PARTICULARES.2125.Particular.INSTITUTO EDUCACIONAL MANOEL PINHEIRO,2125,INSTITUTO EDUCACIONAL MANOEL PINHEIRO,Particular,RUA,CAMBUI,276,,Guarani,NORTE
ESCOLAS_PARTICULARES.249,POINT (612150.16980492 7805450.62414542),ESCOLAS_PARTICULARES.2761.Particular.NÚCLEO DE APOIO DIDÁTICO PEDAGÓGICO - NUAP,2761,NÚCLEO DE APOIO DIDÁTICO PEDAGÓGICO - NUAP,Particular,RUA,CAMBUI,334,,Guarani,NORTE
ESCOLAS_PARTICULARES.250,POINT (614935.85513758 7798385.1323058),ESCOLAS_PARTICULARES.2712.Particular.ESCOLA INFANTIL PIRULIM ESPLANADA,2712,ESCOLA INFANTIL PIRULIM ESPLANADA,Particular,RUA,BONINAS,874,,Esplanada,LESTE
ESCOLAS_PARTICULARES.251,POINT (604615.91713416 7796124.70240976),ESCOLAS_PARTICULARES.2115.Particular.INST EDUC BAIAO SANTOS,2115,INST EDUC BAIAO SANTOS,Particular,RUA,BACURI,297,,João Pinheiro,NOROESTE
ESCOLAS_PARTICULARES.252,POINT (615321.93381336 7799092.68828484),ESCOLAS_PARTICULARES.2716.Particular.NÚCLEO PEDAGÓGICO CRESCER,2716,NÚCLEO PEDAGÓGICO CRESCER,Particular,RUA,CAISSARA,618,,São Geraldo,LESTE
ESCOLAS_PARTICULARES.253,POINT (615012.8713233 7796860.32267638),ESCOLAS_PARTICULARES.2113.Particular.ESC INF BAM BAM E PEDRITA,2113,ESC INF BAM BAM E PEDRITA,Particular,RUA,AURELIANO MAGALHAES,199,,Paraíso,LESTE
ESCOLAS_PARTICULARES.254,POINT (612742.4688007 7795590.39116726),ESCOLAS_PARTICULARES.2094.Particular.INST INF PIRUNELLO,2094,INST INF PIRUNELLO,Particular,RUA,BARAO DE LUCENA,47,,Serra,CENTRO-SUL
ESCOLAS_PARTICULARES.255,POINT (606467.11742445 7794225.24903798),ESCOLAS_PARTICULARES.2651.Particular.CENTRO EDUCACIONAL PIAGET,2651,CENTRO EDUCACIONAL PIAGET,Particular,RUA,CAMPINA VERDE,705,,Salgado Filho,OESTE
ESCOLAS_PARTICULARES.256,POINT (608429.10063285 7810502.89577018),ESCOLAS_PARTICULARES.2738.Particular.CRECHE COMUNITÁRIA PICA PAU AMARELO,2738,CRECHE COMUNITÁRIA PICA PAU AMARELO,Particular,RUA,ELANEY,5,,Jardim dos Comerciários,VENDA NOVA
ESCOLAS_PARTICULARES.257,POINT (609761.0930912 7802734.1070846),ESCOLAS_PARTICULARES.2807.Particular.CENTRO EDUCACIONAL ÚNICO CÉU,2807,CENTRO EDUCACIONAL ÚNICO CÉU,Particular,RUA,BOAVENTURA,376,,Indaiá,PAMPULHA
ESCOLAS_PARTICULARES.258,POINT (609195.88169393 7803664.08778972),ESCOLAS_PARTICULARES.2278.Particular.INSTITUTO EDUCACIONAL CARROSSEL,2278,INSTITUTO EDUCACIONAL CARROSSEL,Particular,RUA,BOAVENTURA,1347,,Liberdade,PAMPULHA
ESCOLAS_PARTICULARES.259,POINT (613187.6371967 7799364.96286413),ESCOLAS_PARTICULARES.2478.Particular.INSTITUTO PEDAGOGICO DO RE MI,2478,INSTITUTO PEDAGOGICO DO RE MI,Particular,RUA,CABROBO,471,,Sagrada Família,LESTE
ESCOLAS_PARTICULARES.260,POINT (607605.30780431 7803971.94512625),ESCOLAS_PARTICULARES.2075.Particular.COLEGIO NEUSA ROCHA,2075,COLEGIO NEUSA ROCHA,Particular,ALA,DO IPE BRANCO,1197,,São Luíz,PAMPULHA
ESCOLAS_PARTICULARES.261,POINT (609487.42176486 7794817.49848733),ESCOLAS_PARTICULARES.2060.Particular.COLEGIO MARIA CLARA MACHADO,2060,COLEGIO MARIA CLARA MACHADO,Particular,AVE,RAJA GABAGLIA,589,,Cidade Jardim,CENTRO-SUL
ESCOLAS_PARTICULARES.262,POINT (612328.10687898 7796028.23204602),ESCOLAS_PARTICULARES.2642.Particular.INAP INST ARTE E PROJETO,2642,INAP INST ARTE E PROJETO,Particular,AVE,CARANDAI,441,,Funcionários,CENTRO-SUL
ESCOLAS_PARTICULARES.263,POINT (603452.07393269 7801378.30305458),ESCOLAS_PARTICULARES.2598.Particular.ESCOLA EDUCAR - UNIDADE II,2598,ESCOLA EDUCAR - UNIDADE II,Particular,AVE,SERRANA,511,,Serrano,PAMPULHA
ESCOLAS_PARTICULARES.264,POINT (603452.07393269 7801378.30305458),ESCOLAS_PARTICULARES.2117.Particular.ESCOLA EDUCAR - UNIDADE I,2117,ESCOLA EDUCAR - UNIDADE I,Particular,AVE,SERRANA,511,,Serrano,PAMPULHA
ESCOLAS_PARTICULARES.265,POINT (607373.34395842 7806456.0794879),ESCOLAS_PARTICULARES.2793.Particular.INSTITUTO PEDAGÓGICO PIU PIU,2793,INSTITUTO PEDAGÓGICO PIU PIU,Particular,AVE,GUARAPARI,1313,,Santa Amélia,PAMPULHA
ESCOLAS_PARTICULARES.266,POINT (604216.03491502 7802288.88770771),ESCOLAS_PARTICULARES.2450.Particular.COLEGIO INTER ACAO UNID II,2450,COLEGIO INTER ACAO UNID II,Particular,AVE,SANTA TEREZINHA,1064,,Santa Terezinha,PAMPULHA
ESCOLAS_PARTICULARES.267,POINT (614529.32676794 7797225.42836018),ESCOLAS_PARTICULARES.2681.Particular.COLEGIO SANTA MARIA MEDIANEIRA,2681,COLEGIO SANTA MARIA MEDIANEIRA,Particular,RUA,ITABIRITO,333,,Paraíso,LESTE
ESCOLAS_PARTICULARES.268,POINT (614442.90207388 7800747.26150125),ESCOLAS_PARTICULARES.1999.Particular.COL MAXIMUS STA INES,1999,COL MAXIMUS STA INES,Particular,RUA,ITACARAMBI,100,,Santa Inês,LESTE
ESCOLAS_PARTICULARES.269,POINT (608771.57789166 7795593.45381425),ESCOLAS_PARTICULARES.2756.Particular.INSTITUTO DE EDUCAÇÃO BAMBAM E PEDRITA,2756,INSTITUTO DE EDUCAÇÃO BAMBAM E PEDRITA,Particular,RUA,HERCULANO DE FREITAS,1375,,Gutierrez,OESTE
ESCOLAS_PARTICULARES.270,POINT (615042.92742576 7797250.4332705),ESCOLAS_PARTICULARES.2169.Particular.SISTEMA MAXIMO DE ENSINO,2169,SISTEMA MAXIMO DE ENSINO,Particular,RUA,ICO,380,,Saudade,LESTE
ESCOLAS_PARTICULARES.271,POINT (613710.06915376 7797510.98023692),ESCOLAS_PARTICULARES.2828.Particular.INSTITUTO PEDAGÓGICO SANTA TEREZA,2828,INSTITUTO PEDAGÓGICO SANTA TEREZA,Particular,RUA,BOM DESPACHO,34,,Santa Tereza,LESTE
ESCOLAS_PARTICULARES.272,POINT (613712.33676094 7797506.93106112),ESCOLAS_PARTICULARES.2255.Particular.INST PEDAG STA TEREZA,2255,INST PEDAG STA TEREZA,Particular,RUA,BOM DESPACHO,34,,Santa Tereza,LESTE
ESCOLAS_PARTICULARES.273,POINT (611812.7086271 7794425.32831243),ESCOLAS_PARTICULARES.2647.Particular.CLIC - CENTRO LUDICO DE INTERACAO E CULTURA,2647,CLIC - CENTRO LUDICO DE INTERACAO E CULTURA,Particular,RUA,CAMPANHA,138,,Carmo,CENTRO-SUL
ESCOLAS_PARTICULARES.274,POINT (611710.080849 7800025.09849544),ESCOLAS_PARTICULARES.2438.Particular.SISTEMA DE ENSINO DOCE VIDA,2438,SISTEMA DE ENSINO DOCE VIDA,Particular,RUA,BOTUCATU,63,,Nova Floresta,NORDESTE
ESCOLAS_PARTICULARES.275,POINT (604485.26997713 7790255.8070064),ESCOLAS_PARTICULARES.2301.Particular.INST EDUC MUNDO DA DISNEY,2301,INST EDUC MUNDO DA DISNEY,Particular,RUA,ALFREDINA AMARAL,351,,Milionários,BARREIRO
ESCOLAS_PARTICULARES.276,POINT (615718.46821971 7804234.06177317),ESCOLAS_PARTICULARES.2330.Particular.ESCOLA PEDACINHO DE GENTE,2330,ESCOLA PEDACINHO DE GENTE,Particular,RUA,AMERICO ALVES,301,,Nazaré,NORDESTE
ESCOLAS_PARTICULARES.277,POINT (612843.2907389 7797582.13575343),ESCOLAS_PARTICULARES.2852.Particular.COLEGINHO TRENZINHO AZUL,2852,COLEGINHO TRENZINHO AZUL,Particular,RUA,SALINAS,1393,,Santa Tereza,LESTE
ESCOLAS_PARTICULARES.278,POINT (612843.2907389 7797582.13575343),ESCOLAS_PARTICULARES.2149.Particular.COL STA TEREZA,2149,COL STA TEREZA,Particular,RUA,SALINAS,1393,,Santa Tereza,LESTE
ESCOLAS_PARTICULARES.279,POINT (606629.81617825 7795665.5858616),ESCOLAS_PARTICULARES.2601.Particular.INOVAR EDUCACAO INFANTIL,2601,INOVAR EDUCACAO INFANTIL,Particular,RUA,MONTE BRANCO,455,,Nova Suissa,OESTE
ESCOLAS_PARTICULARES.280,POINT (612792.10053751 7795416.82649585),ESCOLAS_PARTICULARES.2152.Particular.EQUIPE DE ASSIST PSICO PEDIATRICA,2152,EQUIPE DE ASSIST PSICO PEDIATRICA,Particular,RUA,MONTE ALEGRE,429,,Serra,CENTRO-SUL
ESCOLAS_PARTICULARES.281,POINT (605061.69572264 7794306.51249704),ESCOLAS_PARTICULARES.2499.Particular.INSTITUTO PEDAGOGICO COMECINHO DE VIDA,2499,INSTITUTO PEDAGOGICO COMECINHO DE VIDA,Particular,RUA,SERINGUEIRA,595,,Nova Gameleira,OESTE
ESCOLAS_PARTICULARES.282,POINT (609369.90199196 7793880.91912534),ESCOLAS_PARTICULARES.2326.Particular.ESC AVIVAR DE EDUC ESPECIAL,2326,ESC AVIVAR DE EDUC ESPECIAL,Particular,RUA,FABIO COURI,40,,Luxemburgo,CENTRO-SUL
ESCOLAS_PARTICULARES.283,POINT (600894.55935754 7786828.82455875),ESCOLAS_PARTICULARES.2078.Particular.COLEGIO CLOTILDE LEITE,2078,COLEGIO CLOTILDE LEITE,Particular,RUA,VICENTE SURETTE,325,,Mangueiras,BARREIRO
ESCOLAS_PARTICULARES.284,POINT (608751.86771613 7791761.33056145),ESCOLAS_PARTICULARES.2322.Particular.SISTEMA EDUCACIONAL ATHENA - UNIDADE MUNDO DA CRIANCA,2322,SISTEMA EDUCACIONAL ATHENA - UNIDADE MUNDO DA CRIANCA,Particular,RUA,PEDRO LABORNE TAVARES,105,,Estoril,OESTE
ESCOLAS_PARTICULARES.285,POINT (608561.00115821 7791693.71432454),ESCOLAS_PARTICULARES.2531.Particular.COLEGIO BATISTA MINEIRO-UNIDADE BURITIS,2531,COLEGIO BATISTA MINEIRO-UNIDADE BURITIS,Particular,RUA,PEDRO LABORNE TAVARES,290,,Buritis,OESTE
ESCOLAS_PARTICULARES.286,POINT (608503.21428138 7790610.54480055),ESCOLAS_PARTICULARES.2243.Particular.COL MAGNUM AGOSTINIANO BURITIS,2243,COL MAGNUM AGOSTINIANO BURITIS,Particular,RUA,JOSE HEMETERIO ANDRADE,850,,Buritis,OESTE
ESCOLAS_PARTICULARES.287,POINT (603997.86636664 7793803.58486651),ESCOLAS_PARTICULARES.2159.Particular.ESCOLA DOMINGOS SAVIO DE ENSINO FUNDAMENTAL - ENSINO ESPECIAL 1ª A 4ª SERIE,2159,ESCOLA DOMINGOS SAVIO DE ENSINO FUNDAMENTAL - ENSINO ESPECIAL 1ª A 4ª SERIE,Particular,RUA,JAYME SALES,280,,Madre Gertrudes,OESTE
ESCOLAS_PARTICULARES.288,POINT (609978.88233075 7804087.93151756),ESCOLAS_PARTICULARES.2457.Particular.INSTITUTO EDUCACIONAL PEQUENA VIA,2457,INSTITUTO EDUCACIONAL PEQUENA VIA,Particular,RUA,NIVALDO CORREIA,25,,Jaraguá,PAMPULHA
ESCOLAS_PARTICULARES.289,POINT (612232.10875968 7803979.78353077),ESCOLAS_PARTICULARES.2789.Particular.APRISCO CENTRO EDUCACIONAL,2789,APRISCO CENTRO EDUCACIONAL,Particular,RUA,MADRE DOS ANJOS,61,,Providência,NORTE
ESCOLAS_PARTICULARES.290,POINT (612215.08109121 7803904.07894022),ESCOLAS_PARTICULARES.2703.Particular.ESCOLA MADRE PAULA,2703,ESCOLA MADRE PAULA,Particular,RUA,MADRE DOS ANJOS,30,,Providência,NORTE
ESCOLAS_PARTICULARES.291,POINT (612389.62912327 7804397.02860174),ESCOLAS_PARTICULARES.2569.Particular.NUCLEO ESPECIALIZADO PARA INFANCIA - NEPI,2569,NUCLEO ESPECIALIZADO PARA INFANCIA - NEPI,Particular,RUA,MADRE DOS ANJOS,444,,Providência,NORTE
ESCOLAS_PARTICULARES.292,POINT (611003.1646175 7796330.41053846),ESCOLAS_PARTICULARES.2133.Particular.COLEGIO SOMA,2133,COLEGIO SOMA,Particular,RUA,ESPIRITO SANTO,1320,,Lourdes,CENTRO-SUL
ESCOLAS_PARTICULARES.293,POINT (606836.1766776 7798436.67181509),ESCOLAS_PARTICULARES.2389.Particular.INST LE PETIT,2389,INST LE PETIT,Particular,RUA,HENRIQUE GORCEIX,1906,,Jardim Montanhês,NOROESTE
ESCOLAS_PARTICULARES.294,POINT (606767.85985761 7797249.20352082),ESCOLAS_PARTICULARES.2145.Particular.INST EDUC DENTINHO DE LEITE,2145,INST EDUC DENTINHO DE LEITE,Particular,RUA,HENRIQUE GORCEIX,549,,Padre Eustáquio,NOROESTE
ESCOLAS_PARTICULARES.295,POINT (606806.87094697 7797716.53839616),ESCOLAS_PARTICULARES.2033.Particular.ESC TEC VITAL BRASIL,2033,ESC TEC VITAL BRASIL,Particular,RUA,HENRIQUE GORCEIX,994,,Padre Eustáquio,NOROESTE
ESCOLAS_PARTICULARES.296,POINT (614105.30071671 7801271.64476456),ESCOLAS_PARTICULARES.2421.Particular.MAXIMUS EDUC INFANTIL UNID II,2421,MAXIMUS EDUC INFANTIL UNID II,Particular,RUA,VICENTE RISOLA,1231,,Santa Inês,LESTE
ESCOLAS_PARTICULARES.297,POINT (614077.33081286 7801543.73938049),ESCOLAS_PARTICULARES.2711.Particular.ESPAÇO BABY TIRANDO DE LETRA,2711,ESPAÇO BABY TIRANDO DE LETRA,Particular,RUA,VICENTE RISOLA,1473,,Santa Inês,LESTE
ESCOLAS_PARTICULARES.298,POINT (614098.29999491 7801371.40445876),ESCOLAS_PARTICULARES.2251.Particular.INSTITUTO EDUCACIONAL CANTINHO ENCANTADO,2251,INSTITUTO EDUCACIONAL CANTINHO ENCANTADO,Particular,RUA,VICENTE RISOLA,1305,,Santa Inês,LESTE
ESCOLAS_PARTICULARES.299,POINT (611343.19849874 7795814.67551483),ESCOLAS_PARTICULARES.2819.Particular.COLÉGIO INFANTUS,2819,COLÉGIO INFANTUS,Particular,RUA,SERGIPE,489,,Boa Viagem,CENTRO-SUL
ESCOLAS_PARTICULARES.300,POINT (611133.48194076 7795203.45992599),ESCOLAS_PARTICULARES.2815.Particular.ESCOLA TÉCNICA PRÓ INFORMÁTICA,2815,ESCOLA TÉCNICA PRÓ INFORMÁTICA,Particular,RUA,SERGIPE,1122,,Savassi,CENTRO-SUL
ESCOLAS_PARTICULARES.301,POINT (605168.652569 7798875.32252901),ESCOLAS_PARTICULARES.2588.Particular.INSTITUTO EDUCACIONAL PRIMEIRO DEGRAU,2588,INSTITUTO EDUCACIONAL PRIMEIRO DEGRAU,Particular,RUA,DA RESSURREICAO,201,,Jardim São José,PAMPULHA
ESCOLAS_PARTICULARES.302,POINT (606503.54756454 7810511.504018),ESCOLAS_PARTICULARES.2739.Particular.INSTITUTO EDUCACIONAL MEI,2739,INSTITUTO EDUCACIONAL MEI,Particular,RUA,ODILON CARLOS BARBOSA,54,,Mantiqueira,VENDA NOVA
ESCOLAS_PARTICULARES.303,POINT (610598.72244647 7809941.52003658),ESCOLAS_PARTICULARES.2799.Particular.ESCOLA INFANTIL ARCA DE NOÉ,2799,ESCOLA INFANTIL ARCA DE NOÉ,Particular,RUA,JOAQUIM RAMOS FILHO,63,,Jaqueline,NORTE
ESCOLAS_PARTICULARES.304,POINT (614223.25751937 7795421.32558007),ESCOLAS_PARTICULARES.2833.Particular.ESCOLA ESPAÇO DO SABER,2833,ESCOLA ESPAÇO DO SABER,Particular,RUA,TONALIDADE,82,,Santana do Cafezal,CENTRO-SUL
ESCOLAS_PARTICULARES.305,POINT (606712.20865445 7797745.75244972),ESCOLAS_PARTICULARES.2522.Particular.INSTITUTO EDUCACIONAL COLORIR,2522,INSTITUTO EDUCACIONAL COLORIR,Particular,RUA,RIO POMBA,1569,,Padre Eustáquio,NOROESTE
ESCOLAS_PARTICULARES.306,POINT (606473.84603339 7797177.10819561),ESCOLAS_PARTICULARES.2715.Particular.JARDIM DAS BORBOLETAS,2715,JARDIM DAS BORBOLETAS,Particular,RUA,BELA VISTA,105,,Padre Eustáquio,NOROESTE
ESCOLAS_PARTICULARES.307,POINT (614688.20769584 7798679.97229198),ESCOLAS_PARTICULARES.2713.Particular.INSTITUTO EDUCACIONAL CATAVENTO,2713,INSTITUTO EDUCACIONAL CATAVENTO,Particular,RUA,MADRESSILVA,396,,Esplanada,LESTE
ESCOLAS_PARTICULARES.308,POINT (602970.28574216 7788568.35048329),ESCOLAS_PARTICULARES.2491.Particular.NUCLEO PEDAGOGICO EDUCARTE,2491,NUCLEO PEDAGOGICO EDUCARTE,Particular,RUA,LUNETA,179,,Brasil Industrial,BARREIRO
ESCOLAS_PARTICULARES.309,POINT (604132.39731633 7799963.71099069),ESCOLAS_PARTICULARES.2584.Particular.CENTRO EDUCACIONAL TIA HELO,2584,CENTRO EDUCACIONAL TIA HELO,Particular,RUA,DOS CONSTRUTORES,607,,Alípio de Melo,PAMPULHA
ESCOLAS_PARTICULARES.310,POINT (604635.59996449 7799800.08429643),ESCOLAS_PARTICULARES.2412.Particular.INST PEDAG CRIAR CRIANCA FELIZ,2412,INST PEDAG CRIAR CRIANCA FELIZ,Particular,RUA,DOS GEOLOGOS,397,,Alípio de Melo,PAMPULHA
ESCOLAS_PARTICULARES.311,POINT (604079.62391283 7800262.56016081),ESCOLAS_PARTICULARES.2594.Particular.INSTITUTO EDUCACIONAL RECANTO DO SABER II,2594,INSTITUTO EDUCACIONAL RECANTO DO SABER II,Particular,RUA,DOS MEDICOS,923,,Alípio de Melo,PAMPULHA
ESCOLAS_PARTICULARES.312,POINT (605424.91691803 7802495.72560645),ESCOLAS_PARTICULARES.2405.Particular.CENTRO EDUCACIONAL PAQUETA,2405,CENTRO EDUCACIONAL PAQUETA,Particular,RUA,MARIA CANDIDA DE JESUS,262,,Paquetá,PAMPULHA
ESCOLAS_PARTICULARES.313,POINT (611538.71571284 7801790.06924076),ESCOLAS_PARTICULARES.2396.Particular.INSTITUTO EDUCACIONAL COMPANHIA DA CRIANCA,2396,INSTITUTO EDUCACIONAL COMPANHIA DA CRIANCA,Particular,RUA,DAVID ALVES BARRETO,65,,Santa Cruz,NORDESTE
ESCOLAS_PARTICULARES.314,POINT (599803.60117381 7790535.6400472),ESCOLAS_PARTICULARES.2417.Particular.COLÉGIO CRISTÃO SEDAF,2417,COLÉGIO CRISTÃO SEDAF,Particular,RUA,MARGARIDA BRANCA,220,,Lindéia,BARREIRO
ESCOLAS_PARTICULARES.315,POINT (601579.73954347 7789592.25207109),ESCOLAS_PARTICULARES.2721.Particular.HOTELZINHO E BERÇARIO MANNAIM,2721,HOTELZINHO E BERÇARIO MANNAIM,Particular,RUA,MARIA ELIZABET PESSOA,415,,Diamante,BARREIRO
ESCOLAS_PARTICULARES.316,POINT (600427.93527468 7789361.91895473),ESCOLAS_PARTICULARES.2170.Particular.COLEGIO JOAO DE BARRO,2170,COLEGIO JOAO DE BARRO,Particular,RUA,JOSE MOREIRA,295,,Tirol,BARREIRO
ESCOLAS_PARTICULARES.317,POINT (604228.04911016 7800010.10154803),ESCOLAS_PARTICULARES.2655.Particular.INSTITUTO EDUCACIONAL CASTELINHO DO BEBE,2655,INSTITUTO EDUCACIONAL CASTELINHO DO BEBE,Particular,AVE,JOAO PAULO I,622,,Alípio de Melo,PAMPULHA
ESCOLAS_PARTICULARES.318,POINT (611863.3051277 7793904.15439587),ESCOLAS_PARTICULARES.2276.Particular.SISTEMA EDUC PRIMEIROS PASSOS,2276,SISTEMA EDUC PRIMEIROS PASSOS,Particular,RUA,CRISTINA,158,,Anchieta,CENTRO-SUL
ESCOLAS_PARTICULARES.319,POINT (611541.49456237 7791686.66575925),ESCOLAS_PARTICULARES.2407.Particular.INST TARCISIO BISINOTTO,2407,INST TARCISIO BISINOTTO,Particular,AVE,PROFESSOR CRISTOVAM DOS SANTOS,595,,Belvedere,CENTRO-SUL
ESCOLAS_PARTICULARES.320,POINT (611466.24298732 7791528.28799659),ESCOLAS_PARTICULARES.2187.Particular.COL EDNA RORIZ,2187,COL EDNA RORIZ,Particular,AVE,PROFESSOR CRISTOVAM DOS SANTOS,383,,Belvedere,CENTRO-SUL
ESCOLAS_PARTICULARES.321,POINT (606832.75465222 7802190.55772249),ESCOLAS_PARTICULARES.2120.Particular.COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO,2120,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO,Particular,RUA,CARLOS FREDERICO CAMPOS,630,,Ouro Preto,PAMPULHA
ESCOLAS_PARTICULARES.322,POINT (604544.24425553 7800080.12729449),ESCOLAS_PARTICULARES.2691.Particular.COLEGUIUM - UNIDADE ALIPIO DE MELO,2691,COLEGUIUM - UNIDADE ALIPIO DE MELO,Particular,RUA,DOS ECONOMISTAS,75,,Alípio de Melo,PAMPULHA
ESCOLAS_PARTICULARES.323,POINT (598737.85878193 7790326.05270809),ESCOLAS_PARTICULARES.2371.Particular.COLEGIO LOS ANGELOS - IPLAS,2371,COLEGIO LOS ANGELOS - IPLAS,Particular,RUA,SOLON CARDOSO NAVES,258,,Lindéia,BARREIRO
ESCOLAS_PARTICULARES.324,POINT (615710.61817594 7805540.59583195),ESCOLAS_PARTICULARES.2736.Particular.COLÉGIO MUNDO DA IMAGINAÇÃO,2736,COLÉGIO MUNDO DA IMAGINAÇÃO,Particular,RUA,ARTUR DE CASTRO CUNHA,365,,Acaiaca,NORDESTE
ESCOLAS_PARTICULARES.325,POINT (608109.21134923 7791593.0248196),ESCOLAS_PARTICULARES.2333.Particular.COLEGIO UNIMASTER GRUPO SEB,2333,COLEGIO UNIMASTER GRUPO SEB,Particular,RUA,ENGENHEIRO ALBERTO PONTES,280,,Buritis,OESTE
ESCOLAS_PARTICULARES.326,POINT (603190.53224331 7801753.56667075),ESCOLAS_PARTICULARES.2210.Particular.EDUCANDARIO ESTRELAS DO FUTURO,2210,EDUCANDARIO ESTRELAS DO FUTURO,Particular,RUA,MARIA DA CONCEICAO DE SOUZA,55,,Serrano,PAMPULHA
ESCOLAS_PARTICULARES.327,POINT (610467.34140931 7791805.95147899),ESCOLAS_PARTICULARES.2480.Particular.MAPLE BEAR CANADIAN SCHOOL BELO HORIZONTE,2480,MAPLE BEAR CANADIAN SCHOOL BELO HORIZONTE,Particular,RUA,DOUTOR ARMANDO DUARTE,61,,Santa Lúcia,CENTRO-SUL
ESCOLAS_PARTICULARES.328,POINT (608922.22685928 7794830.46584786),ESCOLAS_PARTICULARES.2778.Particular.CÓLEGIO SANTO AGOSTINHO - UNIDADE REGINA PACIS,2778,CÓLEGIO SANTO AGOSTINHO - UNIDADE REGINA PACIS,Particular,RUA,DANIEL DE CARVALHO,1424,,Gutierrez,OESTE
ESCOLAS_PARTICULARES.329,POINT (614350.44966763 7804863.44366431),ESCOLAS_PARTICULARES.2470.Particular.COLEGIO OURO MINAS LTDA,2470,COLEGIO OURO MINAS LTDA,Particular,RUA,SANTA LEOPOLDINA,155,,Ouro Minas,NORDESTE
ESCOLAS_PARTICULARES.330,POINT (602789.80070221 7794834.8749504),ESCOLAS_PARTICULARES.2332.Particular.COL DOMINIO,2332,COL DOMINIO,Particular,RUA,NAYDA SALLES TEIXEIRA,37,,Camargos,OESTE
ESCOLAS_PARTICULARES.331,POINT (601354.12499769 7786547.03191682),ESCOLAS_PARTICULARES.2295.Particular.COLEGIO DOROTHEIA GOMES,2295,COLEGIO DOROTHEIA GOMES,Particular,RUA,PROFESSORA DIRCE MARIA ,87,,Petrópolis,BARREIRO
ESCOLAS_PARTICULARES.332,POINT (604654.32627689 7801208.73756914),ESCOLAS_PARTICULARES.2814.Particular.EDUCAR CENTRO PEDAGÓGICO,2814,EDUCAR CENTRO PEDAGÓGICO,Particular,RUA,CASTELO DE WINDSOR,32,,Castelo,PAMPULHA
ESCOLAS_PARTICULARES.333,POINT (604268.51146812 7801447.04906153),ESCOLAS_PARTICULARES.2775.Particular.COLÉGIO VILA MUNDO,2775,COLÉGIO VILA MUNDO,Particular,RUA,CASTELO DE WINDSOR,501,,Castelo,PAMPULHA
ESCOLAS_PARTICULARES.334,POINT (616905.63066885 7803902.00936147),ESCOLAS_PARTICULARES.2546.Particular.ESCOLA INFANTIL CASINHA AMARELA,2546,ESCOLA INFANTIL CASINHA AMARELA,Particular,RUA,ARNALDO LOURENCO,585,,Jardim Vitória,NORDESTE
ESCOLAS_PARTICULARES.335,POINT (611937.97949365 7796292.38827778),ESCOLAS_PARTICULARES.2335.Particular.NOSSA ESCOLA SISTEMA DE EDUCACAO,2335,NOSSA ESCOLA SISTEMA DE EDUCACAO,Particular,RUA,PADRE ROLIM,959,,Santa Efigênia,CENTRO-SUL
ESCOLAS_PARTICULARES.336,POINT (607792.55443658 7796596.61635304),ESCOLAS_PARTICULARES.2084.Particular.ESC TEC POLIMIG CALAFATE,2084,ESC TEC POLIMIG CALAFATE,Particular,RUA,PLATINA,1407,,Calafate,OESTE
ESCOLAS_PARTICULARES.337,POINT (612565.11718158 7803074.49779905),ESCOLAS_PARTICULARES.2016.Particular.SESI ESCOLA NEWTON ANTONIO DA SILVA PEREIRA,2016,SESI ESCOLA NEWTON ANTONIO DA SILVA PEREIRA,Particular,RUA,AIURUOCA,539,,São Paulo,NORDESTE
ESCOLAS_PARTICULARES.338,POINT (614342.69032815 7798631.83209078),ESCOLAS_PARTICULARES.2230.Particular.CRECHE MARIA CARLOTA,2230,CRECHE MARIA CARLOTA,Particular,RUA,ANTONIO OLINTO,473,,Esplanada,LESTE
ESCOLAS_PARTICULARES.339,POINT (609711.18099568 7795841.22011176),ESCOLAS_PARTICULARES.2001.Particular.ESC INF CHEZ LENFANT,2001,ESC INF CHEZ LENFANT,Particular,RUA,ARAGUARI,1400,,Santo Agostinho,CENTRO-SUL
ESCOLAS_PARTICULARES.340,POINT (603052.29066369 7799405.70457128),ESCOLAS_PARTICULARES.2488.Particular.TURMINHA FELIZ,2488,TURMINHA FELIZ,Particular,RUA,ASSIRIA,69,,Glória,NOROESTE
ESCOLAS_PARTICULARES.341,POINT (606775.2481341 7805807.76145116),ESCOLAS_PARTICULARES.2452.Particular.COLEGIO SANTA AMELIA,2452,COLEGIO SANTA AMELIA,Particular,RUA,AUGUSTO MOREIRA,871,,Santa Amélia,PAMPULHA
ESCOLAS_PARTICULARES.342,POINT (606775.2481341 7805807.76145116),ESCOLAS_PARTICULARES.2670.Particular.INST STA AMELIA,2670,INST STA AMELIA,Particular,RUA,AUGUSTO MOREIRA,871,,Santa Amélia,PAMPULHA
ESCOLAS_PARTICULARES.343,POINT (609723.92082511 7803935.02264172),ESCOLAS_PARTICULARES.2296.Particular.ESC INF CASINHA BRANCA JARAGUA,2296,ESC INF CASINHA BRANCA JARAGUA,Particular,RUA,BACUPA,211,,Jaraguá,PAMPULHA
